Wikidata Page,Name,Residence,Longitude,Latitude,Gender
http://www.wikidata.org/entity/Q43392594,Kathrene Stewart,Jedburgh,-2.546,55.477,Female
http://www.wikidata.org/entity/Q43392612,Isobel Thomesone,Craigsford,-2.684546,55.634535,Female
http://www.wikidata.org/entity/Q43392678,Margaret Bartilman,Sammuelston,-2.825545,55.92742,Female
http://www.wikidata.org/entity/Q43392685,Janet Pursell,Dalkeith,-3.068332,55.893642,Female
http://www.wikidata.org/entity/Q43392694,Margaret Patersoun,Longnewton,-2.3942642,55.3223572,Female
http://www.wikidata.org/entity/Q43392796,Marioun Johnstoun,Dumfries,-3.616666666,55.06666667,Female
http://www.wikidata.org/entity/Q43392813,Janet Scot,Dysart,-3.12538,56.12557,Female
http://www.wikidata.org/entity/Q43392814,Janet Galbraith,Dysart,-3.12538,56.12557,Female
http://www.wikidata.org/entity/Q43392890,Margaret Ritchie,Boddam,-1.7775,57.4702,Female
http://www.wikidata.org/entity/Q43392945,Helen Stewart,Lanark,-3.77702,55.6749,Female
http://www.wikidata.org/entity/Q43392980,Margaret Dicksone,"Penston Farm, Penston",-2.8918846,55.940283,Female
http://www.wikidata.org/entity/Q43393021,Marion Hutson,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43393039,Jeane Craufurd,Renfrew,-4.366666666,55.86666667,Female
http://www.wikidata.org/entity/Q43393046,Margaret Keltie,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43393088,Margret Bartan,North Queensferry,-3.39444,56.0111,Female
http://www.wikidata.org/entity/Q43393134,Helen Cothall,Forfar,-2.89,56.64305556,Female
http://www.wikidata.org/entity/Q43393141,Jonet Maissone,Sammuelston,-2.825545,55.92742,Female
http://www.wikidata.org/entity/Q43393161,Margaret Lauson,Selkirk,-2.833333333,55.53333333,Female
http://www.wikidata.org/entity/Q43393253,Jonet Stout,Forfar,-2.89,56.64305556,Female
http://www.wikidata.org/entity/Q43393280,Elspeth Hay,Ayton,-2.12301,55.8425,Female
http://www.wikidata.org/entity/Q43393306,Kathrin Blak,Flisk,-3.09518,56.3895,Female
http://www.wikidata.org/entity/Q43393314,Bessie Hendersone,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43393316,Agnes Murie,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43393321,Agnes Pittendreich,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43393339,Kathrin Scott,Inverkip,-4.8735,55.912,Female
http://www.wikidata.org/entity/Q43393357,Issobell Elder,"Dyke, Moray",-3.69248,57.6039,Female
http://www.wikidata.org/entity/Q43393360,Mary Nein Jon Vic Gilchrist,Scatwell,-4.67339,57.564312,Female
http://www.wikidata.org/entity/Q43393362,Jonet Neill Donald Vic William Vic More,Scatwell,-4.67339,57.564312,Female
http://www.wikidata.org/entity/Q43393388,Agnes Ramsay,Clathymore,-3.603294,56.374352,Female
http://www.wikidata.org/entity/Q43393401,Jonet Robe,Findo Gask,-3.616,56.364,Female
http://www.wikidata.org/entity/Q43393409,Margret Duff,Inverkip,-4.8735,55.912,Female
http://www.wikidata.org/entity/Q43393432,Jonat McNeill,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43393435,Daughter of black Heu Stewart,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43394115,Jonet Irving,Orkney Islands,-3,59,Female
http://www.wikidata.org/entity/Q43394126,Helen Wallas,Orkney Islands,-3,59,Female
http://www.wikidata.org/entity/Q43394140,Marioun McLintock,Dumbarton,-4.547222222,55.94861111,Female
http://www.wikidata.org/entity/Q43394158,Agnes Chrystie,Stirling,-3.9369,56.1166,Female
http://www.wikidata.org/entity/Q43396125,Isobel Carse,Irvine,-4.661111111,55.61944444,Female
http://www.wikidata.org/entity/Q43396134,Margaret Hasbein,Mains of Moyness,-3.754896,57.562803,Female
http://www.wikidata.org/entity/Q43396149,Bessie Jaffray,Erskine,-4.46234,55.9005,Female
http://www.wikidata.org/entity/Q43396156,Bessie Johnston,"Gordon, Scottish Borders",-2.563244,55.68036,Female
http://www.wikidata.org/entity/Q43396169,Marione Lawder,Mertoun,-2.6076,55.5777,Female
http://www.wikidata.org/entity/Q43396184,Jonet Oig,Bilbster,-3.235076,58.459605,Female
http://www.wikidata.org/entity/Q43396204,Erschin Carfra,Dunbar,-2.522777777,55.99833333,Female
http://www.wikidata.org/entity/Q43396223,Maldye Sturrok,Arbroath,-2.585705555,56.56138611,Female
http://www.wikidata.org/entity/Q43396224,Jonet Gardyn,Arbroath,-2.585705555,56.56138611,Female
http://www.wikidata.org/entity/Q43396232,Katherine Cusing,Elliot,-2.62043,56.545591,Female
http://www.wikidata.org/entity/Q43396246,Catherine Campbell,Lundie,-3.15378,56.5152,Female
http://www.wikidata.org/entity/Q43390611,Anna Alexander,Ladyurd,-3.354136,55.668525,Female
http://www.wikidata.org/entity/Q43390809,Catherine Mogersland,Haining,-4.448621,55.584572,Female
http://www.wikidata.org/entity/Q43390847,Isobell Jonstoun,Kirkcaldy,-3.167369444,56.11073056,Female
http://www.wikidata.org/entity/Q43390854,Drummond,Dunfermline,-3.461666666,56.07138889,Female
http://www.wikidata.org/entity/Q43392288,Margaret Wilsone,Peebles,-3.18,55.65,Female
http://www.wikidata.org/entity/Q43392657,Janet Widdrow,Inverkip,-4.8735,55.912,Female
http://www.wikidata.org/entity/Q43392664,Marion Schailer,Law,-3.884962,55.749566,Female
http://www.wikidata.org/entity/Q43392717,Janet Liddel,Eyemouth,-2.090555555,55.86944444,Female
http://www.wikidata.org/entity/Q43392750,Agnes Rannick,Clerkington,-2.791277,55.944189,Female
http://www.wikidata.org/entity/Q43392752,Marioun Tailzefeir,Nenthorn,-2.5095,55.6286,Female
http://www.wikidata.org/entity/Q43392860,Janet Wilson,Almorness Point,-3.816666666,54.85,Female
http://www.wikidata.org/entity/Q43392874,Janet Moir,Tain,-4.0567,57.8118,Female
http://www.wikidata.org/entity/Q43392894,Margaret Small,Boddam,-1.7775,57.4702,Female
http://www.wikidata.org/entity/Q43392914,Katherene Grieve,Orkney Islands,-3,59,Female
http://www.wikidata.org/entity/Q43392927,Isobel Adamsone,Dumfries,-3.616666666,55.06666667,Female
http://www.wikidata.org/entity/Q43393019,Euphame Haliburton,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43393023,Issobell Hutson,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43393052,Margaret Bowar,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43393069,Jean Huntar,Ormiston,-2.94306,55.9122,Female
http://www.wikidata.org/entity/Q43393107,Jean Knox,Ormiston,-2.94306,55.9122,Female
http://www.wikidata.org/entity/Q43393212,Cristian Anderson,Newburgh,-3.2383,56.3517,Female
http://www.wikidata.org/entity/Q43393214,Cristian Bonar,Newburgh,-3.2383,56.3517,Female
http://www.wikidata.org/entity/Q43393324,Agnes Bruch,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43393345,Jonnet Annand,Forgan,-2.9321,56.4236,Female
http://www.wikidata.org/entity/Q43393448,Cirstine Ballantyne,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43393451,Kathrine Frissell,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43393489,Bessie Thomson,Roxburgh,-2.4667,55.5667,Female
http://www.wikidata.org/entity/Q43393508,Muriall Duy Nein Giliphadrick,Buntoit,-4.664676,57.340454,Female
http://www.wikidata.org/entity/Q43393562,Jonnet Nidrie,Gilmerton,-3.13083,55.905,Female
http://www.wikidata.org/entity/Q43393594,Marion Lawrie,Humbie,-2.86735,55.8544,Female
http://www.wikidata.org/entity/Q43393622,Isobel Keith,Keith Marischal,-2.881944444,55.86972222,Female
http://www.wikidata.org/entity/Q43393622,Isobel Keith,Keith Marischal,-2.88193,55.8698,Female
http://www.wikidata.org/entity/Q43393643,Catherine Allan,Carriden,-3.566848,56.009756,Female
http://www.wikidata.org/entity/Q43393648,Marioun Robertsoun,Chirnside,-2.209,55.8021,Female
http://www.wikidata.org/entity/Q43393659,Marioun Lyis,Galashiels,-2.818888888,55.62055556,Female
http://www.wikidata.org/entity/Q43393679,Agnes Urich,Ross and Cromarty,-5,57.66666667,Female
http://www.wikidata.org/entity/Q43393683,Marjorie Hoy (Hoip),Pencaitland,-2.89098,55.91,Female
http://www.wikidata.org/entity/Q43393714,Agnes Gourlay,Humbie,-2.86735,55.8544,Female
http://www.wikidata.org/entity/Q43393718,Katherin Gibb,Gogar,-3.33333,55.9167,Female
http://www.wikidata.org/entity/Q43393719,Issobell Guthrie,Inverkeithing,-3.383333333,56.03333333,Female
http://www.wikidata.org/entity/Q43393758,Janet Galloway,Kirriemuir,-3.00503,56.67362,Female
http://www.wikidata.org/entity/Q43393759,Grissell Murray,"Bowden, Scottish Borders",-2.7071,55.5661,Female
http://www.wikidata.org/entity/Q43393794,Christian Crieff,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43393798,Janet Clark,Irongray Manse,-3.7026748,55.097111,Female
http://www.wikidata.org/entity/Q43393802,Agnes Sharp,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43393872,Margaret Nicolsoun,Birgham,-2.334,55.645,Female
http://www.wikidata.org/entity/Q43393904,Margaret Barclay,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43393906,Margaret Mairtine,Inverkeithing,-3.383333333,56.03333333,Female
http://www.wikidata.org/entity/Q43390744,(wife of Archibald) Wanderson,Pittenweem,-2.728611111,56.21305556,Female
http://www.wikidata.org/entity/Q43390812,White,Pittenweem,-2.728611111,56.21305556,Female
http://www.wikidata.org/entity/Q43390899,Margaret Beverage,Dysart,-3.12538,56.12557,Female
http://www.wikidata.org/entity/Q43390907,Wife of John Bane,Ross and Cromarty,-5,57.66666667,Female
http://www.wikidata.org/entity/Q43391011,Wife of Robert Wir,Liberton,-3.16188,55.9144,Female
http://www.wikidata.org/entity/Q43391044,Mariorie Taylor,Auldearn,-3.81595,57.5765,Female
http://www.wikidata.org/entity/Q43391055,Elspet Nishie,Auldearn,-3.81595,57.5765,Female
http://www.wikidata.org/entity/Q43392140,Mary McNarin,"Penninghame, Wigtownshire",-4.4853,54.9579,Female
http://www.wikidata.org/entity/Q43392283,Janet Mark,Netherurd House,-3.40619,55.6878,Female
http://www.wikidata.org/entity/Q43392327,Margaret Cumyngham,Dunlop,-4.54,55.7,Female
http://www.wikidata.org/entity/Q43393708,Janet Walker,Kirriemuir,-3.00503,56.67362,Female
http://www.wikidata.org/entity/Q43393747,Margaret Turnbull,Lilliesleaf,-2.595,55.512,Female
http://www.wikidata.org/entity/Q43393767,Marjorie Paterson,Newbattle,-3.0775,55.8817,Female
http://www.wikidata.org/entity/Q43393805,Jonet Anderson,Edinburgh,-3.198888888,55.95,Female
http://www.wikidata.org/entity/Q43393826,Janet Lyon,Inverkip,-4.8735,55.912,Female
http://www.wikidata.org/entity/Q43393830,Agnes Mor Nin Vick Eanglaish,Dingwall,-4.427777777,57.59722222,Female
http://www.wikidata.org/entity/Q43393832,Jonet Drever,Orkney Islands,-3,59,Female
http://www.wikidata.org/entity/Q43393856,Janet Fraser,"Closeburn, Dumfries and Galloway",-3.734,55.212,Female
http://www.wikidata.org/entity/Q43393871,Marion Lillie,"Spott, East Lothian",-2.52417,55.9722,Female
http://www.wikidata.org/entity/Q43393876,Marjorie Fergie,Dunfermline,-3.461666666,56.07138889,Female
http://www.wikidata.org/entity/Q43393892,Margaret Butter,Prestonpans,-2.961,55.9597,Female
http://www.wikidata.org/entity/Q43393903,Agnes Cuthbertsone,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43393916,Margaret Johnston,Borthwick,-3.0112,55.8251,Female
http://www.wikidata.org/entity/Q43393947,Janet Hendersone,Blyth,-3.382777,55.69705,Female
http://www.wikidata.org/entity/Q43393968,Isobel Greene,Hearthstane,-3.407325,55.5194,Female
http://www.wikidata.org/entity/Q43393987,Aliesone Clench,Cockpen,-3.089,55.8618,Female
http://www.wikidata.org/entity/Q43393999,Agnes Davidsoune,Jedburgh,-2.546,55.477,Female
http://www.wikidata.org/entity/Q43394025,Margaret Drummond,East Linton,-2.65,55.9833,Female
http://www.wikidata.org/entity/Q43394045,Isobell Manteith,Aberdeen,-2.1,57.15,Female
http://www.wikidata.org/entity/Q43394053,Katherine Alshenour,Aberdeen,-2.1,57.15,Female
http://www.wikidata.org/entity/Q43394054,Issobell Robie,Ardmair,-5.19,57.93,Female
http://www.wikidata.org/entity/Q43394056,Janet Degeddes,Aberdeen,-2.1,57.15,Female
http://www.wikidata.org/entity/Q43394121,Marjorie Ritchie,Shetland Islands,-1.2689,60.3038,Female
http://www.wikidata.org/entity/Q43394133,Bessie Smythe,Lesmahagow,-3.887,55.638,Female
http://www.wikidata.org/entity/Q43394137,Janet,Dysart,-3.12538,56.12557,Female
http://www.wikidata.org/entity/Q43394166,Issobell Malcolme,Glass,-2.929512,57.432774,Female
http://www.wikidata.org/entity/Q43394173,Isabel Cuthbertson,"Coulter, South Lanarkshire",-3.54972,55.5897,Female
http://www.wikidata.org/entity/Q43394177,Agnes Muircone,Elgin,-3.315277777,57.64638889,Female
http://www.wikidata.org/entity/Q43394181,Marion Fisher,Edinburgh,-3.198888888,55.95,Female
http://www.wikidata.org/entity/Q43394186,Cristiane Leisk,Papa Westray,-2.9,59.35,Female
http://www.wikidata.org/entity/Q43394188,Helen Hunter,Brough Head,-2.970221,59.312496,Female
http://www.wikidata.org/entity/Q43394193,Margaret Balfour,St Andrews,-2.798888888,56.33888889,Female
http://www.wikidata.org/entity/Q43394208,Janet Bruce,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43394221,Isobel Miller,Dunfermline,-3.461666666,56.07138889,Female
http://www.wikidata.org/entity/Q43394226,Mareon Cumlaquoy,Birsay,-3.335278,59.136944,Female
http://www.wikidata.org/entity/Q43394271,Janet McGoane,Kirkcudbright,-4.051666666,54.83527778,Female
http://www.wikidata.org/entity/Q43394302,Janet Kowie,Elgin,-3.315277777,57.64638889,Female
http://www.wikidata.org/entity/Q43394415,Geillis Frissell,Kingarth,-5.03333,55.75,Female
http://www.wikidata.org/entity/Q43394457,Marg Robisone,"Skirling, Scottish Borders",-3.4704351,55.635882,Female
http://www.wikidata.org/entity/Q43394467,Barbara Milne,Edinburgh,-3.198888888,55.95,Female
http://www.wikidata.org/entity/Q43394490,Agnes Elphiston,Penicuik,-3.22,55.826,Female
http://www.wikidata.org/entity/Q43394493,Christian Purdie,Penicuik,-3.22,55.826,Female
http://www.wikidata.org/entity/Q43394510,Molly Redmond,Minnigaff,-4.48317,54.967,Female
http://www.wikidata.org/entity/Q43394511,Lady Tonderghee,Minnigaff,-4.48317,54.967,Female
http://www.wikidata.org/entity/Q43394520,Janet McMurray,Dumfries,-3.616666666,55.06666667,Female
http://www.wikidata.org/entity/Q43394527,Lillias Adie,Torryburn,-3.55,56.05,Female
http://www.wikidata.org/entity/Q43394541,Mary Stewart,Lamlash,-5.1235,55.5373,Female
http://www.wikidata.org/entity/Q43394572,Isbell Dairsie,St Andrews,-2.798888888,56.33888889,Female
http://www.wikidata.org/entity/Q43394683,Isobel Thomson,Kirkcaldy,-3.167369444,56.11073056,Female
http://www.wikidata.org/entity/Q43394710,Beigis Blakatt,Balwearie,-3.2044,56.1016,Female
http://www.wikidata.org/entity/Q43394714,Janet Pirie,Kirkcaldy,-3.167369444,56.11073056,Female
http://www.wikidata.org/entity/Q43394747,Jonet Tailor,Dunfermline,-3.461666666,56.07138889,Female
http://www.wikidata.org/entity/Q43394761,Marion Burges,Culross,-3.6293,56.0554,Female
http://www.wikidata.org/entity/Q43394763,Jonet Burne,Culross,-3.6293,56.0554,Female
http://www.wikidata.org/entity/Q43394766,Beatrix Bruce,Culross,-3.6293,56.0554,Female
http://www.wikidata.org/entity/Q43394774,Jonnet Symson,Craigie,-4.49413,55.56112,Female
http://www.wikidata.org/entity/Q43394782,Isobell Glenn,Dalgety Bay,-3.36755,56.0429,Female
http://www.wikidata.org/entity/Q43394806,Agnes Currie,Torryburn,-3.55,56.05,Female
http://www.wikidata.org/entity/Q43389957,Janet Unes,Middletoun,-2.879771,55.745625,Female
http://www.wikidata.org/entity/Q43389984,Elspeth Simsoun,Badarach,-4.496535,57.94808,Female
http://www.wikidata.org/entity/Q43390057,Isobel Quhyte,Auchuren,-3.86371,55.62746,Female
http://www.wikidata.org/entity/Q43390105,Alesoune Jollie,Dalkeith,-3.068332,55.893642,Female
http://www.wikidata.org/entity/Q43391778,Elspeth Spence,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43391783,Elspeth Gray,Barmore,-5.20427,55.99258,Female
http://www.wikidata.org/entity/Q43391790,Margrat NcIllduy,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43392470,Helen Blaik,Dumfries,-3.616666666,55.06666667,Female
http://www.wikidata.org/entity/Q43392507,Jean Ffoddin,Bonhard,-3.581892,56.001132,Female
http://www.wikidata.org/entity/Q43395353,Marjorie Rowand,Culross,-3.6293,56.0554,Female
http://www.wikidata.org/entity/Q43395362,Jeane Lylburne,Bo'ness,-3.608911111,56.01681111,Female
http://www.wikidata.org/entity/Q43395364,Jonnet Dunbar,Bo'ness,-3.608911111,56.01681111,Female
http://www.wikidata.org/entity/Q43395365,Katherine Blair,Bo'ness,-3.608911111,56.01681111,Female
http://www.wikidata.org/entity/Q43395386,Jonnet Robbie,Auchlossan,-2.712479,57.107851,Female
http://www.wikidata.org/entity/Q43395388,Margaret Cieroch,Wartle,-2.754678,57.128122,Female
http://www.wikidata.org/entity/Q43395403,Margaret Hendersoune,Coaltown of Wemyss,-3.089,56.151,Female
http://www.wikidata.org/entity/Q43395407,Syvilla Wyllie,North Berwick,-2.717,56.058,Female
http://www.wikidata.org/entity/Q43395409,Margaret Hamiltoun,Pencaitland,-2.89098,55.91,Female
http://www.wikidata.org/entity/Q43395425,Euphaim Walace,Aberlady,-2.86,56.01,Female
http://www.wikidata.org/entity/Q43395434,Margaret Richeson,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395443,Grissell Fowler,Yester,-2.742843,55.890882,Female
http://www.wikidata.org/entity/Q43395449,Marion Thomsone,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395465,Christian Burnet,North Berwick,-2.717,56.058,Female
http://www.wikidata.org/entity/Q43395486,Margarett Elliot,Pencaitland,-2.89098,55.91,Female
http://www.wikidata.org/entity/Q43395487,Elspeth Hall,Pencaitland,-2.89098,55.91,Female
http://www.wikidata.org/entity/Q43395498,Jean Crawford,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395520,Christian Drupes,Dalkeith,-3.068332,55.893642,Female
http://www.wikidata.org/entity/Q43395541,Margaret Thomsonne,Dalkeith,-3.068332,55.893642,Female
http://www.wikidata.org/entity/Q43395556,Marion Craufurd,Kirkliston,-3.4,55.95,Female
http://www.wikidata.org/entity/Q43395578,Janet McAlexander,Ayr,-4.627777777,55.46388889,Female
http://www.wikidata.org/entity/Q43395587,Sarah Smith,Loch Rutton,-3.6938,55.0531,Female
http://www.wikidata.org/entity/Q43395598,Jonet Whyte,Largs,-4.863611111,55.79388889,Female
http://www.wikidata.org/entity/Q43395608,Jonet Davisonne,Dumbarton,-4.547222222,55.94861111,Female
http://www.wikidata.org/entity/Q43395617,Helen Biorell,Kirkcaldy,-3.167369444,56.11073056,Female
http://www.wikidata.org/entity/Q43395621,Jonat Hunter,Brechin,-2.655277777,56.73,Female
http://www.wikidata.org/entity/Q43395622,Cristian Thom,Brechin,-2.655277777,56.73,Female
http://www.wikidata.org/entity/Q43395626,Geils Merser,Perth,-3.431666666,56.39527778,Female
http://www.wikidata.org/entity/Q43395642,Jonet Lindsay,"Old Luce, Wigtownshire",-4.811,54.878,Female
http://www.wikidata.org/entity/Q43395672,Janet Cant,North Queensferry,-3.39444,56.0111,Female
http://www.wikidata.org/entity/Q43395679,Isdobell Murray,Kincardine,-3.719,56.069,Female
http://www.wikidata.org/entity/Q43395684,Elspet Symsone,Dysart,-3.12538,56.12557,Female
http://www.wikidata.org/entity/Q43395712,Margaret Coul,Dundee,-2.97,56.464,Female
http://www.wikidata.org/entity/Q43395714,Elspet Strachund,Wartle,-2.754678,57.128122,Female
http://www.wikidata.org/entity/Q43395727,Aleson Berrie,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395730,Grissall Tod,Kelso,-2.416666666,55.58333333,Female
http://www.wikidata.org/entity/Q43395745,Marion Patersone,Cousland,-2.995274,55.904962,Female
http://www.wikidata.org/entity/Q43395749,Barbara Scot,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395760,NcCullem Beg,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43395763,Agnes,Gortans,-5.079952,55.851416,Female
http://www.wikidata.org/entity/Q43395768,Margaret Smith,Kilwinning,-4.7,55.65,Female
http://www.wikidata.org/entity/Q43395773,Beigis Balmayn,Kirkcaldy,-3.167369444,56.11073056,Female
http://www.wikidata.org/entity/Q43395774,Janet Coik,Kirkcaldy,-3.167369444,56.11073056,Female
http://www.wikidata.org/entity/Q43395794,Margaret Neyne Velene,Tain,-4.0567,57.8118,Female
http://www.wikidata.org/entity/Q43395805,Jonet Thomsone,Dysart,-3.12538,56.12557,Female
http://www.wikidata.org/entity/Q43395808,Katherine Gilmore,"Niddrie, Edinburgh",-3.11444,55.9319,Female
http://www.wikidata.org/entity/Q43395882,Isobel Thomesoun,Ryslaw,-2.321893,55.726655,Female
http://www.wikidata.org/entity/Q43395915,Bessie Robsoun,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395919,Meg Stillcart,Haddington,-2.78332,55.95612,Female
http://www.wikidata.org/entity/Q43395942,Elizabeth Naesmith,Stirling,-3.9369,56.1166,Female
http://www.wikidata.org/entity/Q43395987,Katherine Wemes,Duns,-2.3426,55.7784,Female
http://www.wikidata.org/entity/Q43395990,Agnes Duddingston,Duns,-2.3426,55.7784,Female
http://www.wikidata.org/entity/Q43395991,Agnes Allane,East Saltoun and West Saltoun,-2.8513,55.8989,Female
http://www.wikidata.org/entity/Q43396002,Wife of Poil Watson,Walls & Sandness,-1.589111,60.264899,Female
http://www.wikidata.org/entity/Q43396023,Elspeth Watson,Linlithgow,-3.610555555,55.97527778,Female
http://www.wikidata.org/entity/Q43396041,Euphame Henderson,Crail,-2.6263,56.2608,Female
http://www.wikidata.org/entity/Q43396064,Neving,Ayr,-4.627777777,55.46388889,Female
http://www.wikidata.org/entity/Q43396100,Euphame Dickie,Irvine,-4.661111111,55.61944444,Female
http://www.wikidata.org/entity/Q43396119,Marion Boyd,Irvine,-4.661111111,55.61944444,Female
http://www.wikidata.org/entity/Q43390264,Marioun Tailyeor,Tiree,-6.816666666,56.51666667,Female
http://www.wikidata.org/entity/Q43390323,Katharine Moore,Isle of Bute,-5.05636,55.83569,Female
http://www.wikidata.org/entity/Q43390337,Jonat McConachie,Barmore,-5.20427,55.99258,Female
http://www.wikidata.org/entity/Q43390539,Cristine Waderstoun,Sammuelston,-2.825545,55.92742,Female
http://www.wikidata.org/entity/Q43390549,Agnes Aird,Prestonpans,-2.961,55.9597,Female
http://www.wikidata.org/entity/Q43390552,Jonnet Gray,Prestonpans,-2.961,55.9597,Female
http://www.wikidata.org/entity/Q43392033,Geillis Guill,Diverts,-4.82948,55.952657,Female
http://www.wikidata.org/entity/Q43392047,Katherine Simsoun,Branchton,-4.8075,55.9378,Female
http://www.wikidata.org/entity/Q43392064,Agnes Sutherland,"Reiss, Scotland",-3.144635,58.476446,Female
http://www.wikidata.org/entity/Q43392074,Jonnet Foulis,"Mey, Highland",-3.22535,58.6375,Female
http://www.wikidata.org/entity/Q43392077,William Thornar,Caithness,-3.5,58.41666667,Female
http://www.wikidata.org/entity/Q43392081,Marie Neill Mcconneill,Caithness,-3.5,58.41666667,Female
http://www.wikidata.org/entity/Q43392525,Margaret Young,Prestonpans,-2.961,55.9597,Female
http://www.wikidata.org/entity/Q43392544,Agnes Dempstar,Prestonpans,-2.961,55.9597,Female
http://www.wikidata.org/entity/Q43392567,Issobell Thomsoun,Corsehouse,-2.967173,55.928609,Female
http://www.wikidata.org/entity/Q43392638,Janet Minto,Selkirk,-2.833333333,55.53333333,Female
http://www.wikidata.org/entity/Q43392642,Bessie Cumroy,"Bowden, Scottish Borders",-2.7071,55.5661,Female
http://www.wikidata.org/entity/Q43392659,Margaret Wallace,Duns,-2.3426,55.7784,Female
http://www.wikidata.org/entity/Q43392666,Jonet Scot,Waygateshaw,-3.87353,55.7153,Female
http://www.wikidata.org/entity/Q43392682,Agnes Adam,Cleghorn,-3.744079,55.687824,Female
http://www.wikidata.org/entity/Q43392722,Margaret Alexander,Pickle-Till-Him,-2.816896,55.961879,Female
http://www.wikidata.org/entity/Q43392758,Annie Purdie,Newhalls,-3.3849,55.990307,Female
http://www.wikidata.org/entity/Q43392801,Agnes Kirkpatrick,Carswada,-3.735856,55.025134,Female
http://www.wikidata.org/entity/Q43392807,Jonet Ker,"Gordon, Scottish Borders",-2.563244,55.68036,Female
http://www.wikidata.org/entity/Q43392811,Bessie Nisbitt,"Bassendean, Scottish Borders",-2.58889,55.7036,Female
http://www.wikidata.org/entity/Q43392819,Helen Bissat,Dysart,-3.12538,56.12557,Female
http://www.wikidata.org/entity/Q43392834,Margaret Dasoun,Dysart,-3.12538,56.12557,Female
http://www.wikidata.org/entity/Q43392870,Marion Aroane,Catlock,-4.268759,55.350058,Female
http://www.wikidata.org/entity/Q43392930,Margaret Duncane,Loans,-4.6249,55.5511,Female
http://www.wikidata.org/entity/Q43392956,Isobell Bigham,Stranraer,-5.035,54.90138889,Female
http://www.wikidata.org/entity/Q43392975,Marion Richesone,Longniddry,-2.88333,55.9667,Female
http://www.wikidata.org/entity/Q43392978,Agnes Hunter,"Penston Farm, Penston",-2.8918846,55.940283,Female
http://www.wikidata.org/entity/Q43393050,Bessie Dawsoun,Bolton,-2.79042,55.9205,Female
http://www.wikidata.org/entity/Q43393171,Jonet Crystie,Abernethy,-3.310927777,56.32649167,Female
http://www.wikidata.org/entity/Q43393216,Bessie Duncan,Luthrie,-3.08333333,56.35,Female
http://www.wikidata.org/entity/Q43393258,Issobell Mather,Twynholm,-4.08328,54.8646,Female
http://www.wikidata.org/entity/Q43393312,Isabel Rutherford,Crook of Devon,-3.55,56.1667,Female
http://www.wikidata.org/entity/Q43393331,Margret Letch,Inverkip,-4.8735,55.912,Female
http://www.wikidata.org/entity/Q43393558,Sarah Ramage,Niddry,-3.458308,55.949861,Female
http://www.wikidata.org/entity/Q43393569,Jonnet Matheson,Gilmerton,-3.13083,55.905,Female
http://www.wikidata.org/entity/Q43393571,Libra Watt,Grangepannes,-3.590734,56.016883,Female
http://www.wikidata.org/entity/Q43393576,Catherine Wilson,Carriden,-3.566848,56.009756,Female
http://www.wikidata.org/entity/Q43393627,Janet Robertsone,Carriden,-3.566848,56.009756,Female
http://www.wikidata.org/entity/Q43393678,Agnes Johnston,Pencaitland,-2.89098,55.91,Female
http://www.wikidata.org/entity/Q43393751,Margret Simson,Cromarty,-4.03701,57.6816,Female
http://www.wikidata.org/entity/Q43393764,Bessie Morison,"Bowden, Scottish Borders",-2.7071,55.5661,Female
http://www.wikidata.org/entity/Q43393766,Helen Lauder,Dalcove,-2.549227,55.581633,Female
http://www.wikidata.org/entity/Q43393867,Jonet Harlaw,Innerwick,-2.45043,55.9573,Female
